"station_id","lng","lat","district","count"
"C0947",121.3846,31.1208,"闵行区",14528
"C0966",121.4036,31.1338,"闵行区",10761
"C8648",121.3186,31.1647,"闵行区",10327
"C1095",121.3216,31.1645,"闵行区",9921
"C8347",121.3016,31.2537,"嘉定区",9360
"C1009",121.4286,31.2538,"普陀区",9345
"C0930",121.4566,31.2588,"静安区",9324
"C0644",121.4953,31.149,"浦东新区",8836
"C0152",121.4112,31.1463,"徐汇区",8827
"C0066",121.4082,31.2333,"普陀区",8536
